crate_name,category,abi,count
druid-win-shell-0.1.1,rust_functions,system,1
memflow-qemu-0.2.0-beta7,rust_functions,C,3
solana-vest-program-1.6.28,rust_functions,C,1
bar-0.1.1,foreign_functions,C,1
allegro_acodec-sys-0.0.44,foreign_functions,C,2
bash-builtins-0.3.0,foreign_functions,C,17
bash-builtins-0.3.0,rust_functions,C,3
bash-builtins-0.3.0,static_items,C,4
newt-sys-0.1.9,foreign_functions,C,135
newt-sys-0.1.9,static_items,C,1
vk-mem-3-erupt-0.4.0+3.0.1,foreign_functions,C,65
winfw-0.1.8,foreign_functions,C,4
esplugin-ffi-2.1.2,rust_functions,C,16
vst-0.3.0,rust_functions,C,7
se_rs_ial-0.0.2,foreign_functions,system,6
assert_panic_free-1.0.2,foreign_functions,C,1
pty-shell-0.2.0,rust_functions,C,2
mach_o_sys-0.1.1,foreign_functions,C,149
mach_o_sys-0.1.1,static_items,C,16
jh-ffi-0.5.0,foreign_functions,C,1
whirlpool-asm-0.6.0,foreign_functions,C,1
libusbk-sys-0.1.3,foreign_functions,C,97
libfuzzer-sys-0.4.5,foreign_functions,C,2
wasm-nn-0.1.0,rust_functions,C,1
tskit_rust-0.1.0,foreign_functions,C,333
ethash-sys-0.1.3,foreign_functions,C,163
ethash-sys-0.1.3,static_items,C,8
termbox2-sys-0.0.1,foreign_functions,C,19
fastpbkdf2-0.1.0,foreign_functions,C,3
sqlite3-native-0.1.0,foreign_functions,C,58
sqlite3-native-0.1.0,rust_functions,C,2179
win-overlay-0.1.0,rust_functions,system,1
doomgeneric-0.3.0-beta.2,foreign_functions,C,2
doomgeneric-0.3.0-beta.2,rust_functions,C,6
doomgeneric-0.3.0-beta.2,static_items,C,12
terminal-input-0.1.0,foreign_functions,C,3
xdrk-1.0.0,foreign_functions,C,34
espeak-sys-0.0.2,foreign_functions,C,22
riscv-rt-0.10.0,foreign_functions,Rust,4
riscv-rt-0.10.0,foreign_functions,C,12
riscv-rt-0.10.0,rust_functions,C,2
riscv-rt-0.10.0,rust_functions,Rust,3
riscv-rt-0.10.0,static_items,C,5
nstd_image-0.5.0,rust_functions,C,3
dbsdk-rs-0.1.11,foreign_functions,C,63
dbsdk-rs-0.1.11,rust_functions,C,1
dbs-utils-0.2.1,foreign_functions,C,29
mdbx-ffi-0.0.5,foreign_functions,C,111
mdbx-ffi-0.0.5,static_items,C,2
fast-rustc-ap-rustc_index-1.0.0,rust_functions,rust-call,4
libpulse-sys-1.19.3,foreign_functions,C,364
async-timer-1.0.0-beta.8,foreign_functions,C,3
async-timer-1.0.0-beta.8,rust_functions,C,1
retworkx-0.8.0,rust_functions,C,184
rnnoise-sys-0.1.3,foreign_functions,C,97
rnnoise-sys-0.1.3,static_items,C,3
nsi-0.6.0,rust_functions,C,1
gmt_mount-ctrl_sampling1000-damping002_ze60-0.1.0,foreign_functions,C,3
gmt_mount-ctrl_sampling1000-damping002_ze60-0.1.0,static_items,C,2
syscalls-0.6.7,foreign_functions,C,1
hdk_crud-0.9.0,rust_functions,C,5
sndfile-0.1.1,rust_functions,C,5
nhdesigngen-1.1.3,rust_functions,C,8
c-ffi-0.4.6,foreign_functions,C,1
c-ffi-0.4.6,rust_functions,C,1
sensors-0.2.2,rust_functions,C,1
fontkit-0.3.0-beta.1,rust_functions,C,5
pmemkv-sys-0.1.0-alpha.0,foreign_functions,C,19
pmemkv-0.1.3-alpha.0,rust_functions,C,6
linkbot-0.0.2,foreign_functions,C,8
linkbot-0.0.2,rust_functions,C,2
tree-sitter-wgsl-0.0.6,foreign_functions,C,1
tinyrlibc-0.3.0,rust_functions,C,13
pns-0.12.0,foreign_functions,C,33
ducc-sys-0.1.2,foreign_functions,C,319
ducc-sys-0.1.2,static_items,C,2
rutilities-0.2.5,rust_functions,C,4
blosc-sys-1.14.4,foreign_functions,C,24
spirv_cross-0.23.1,foreign_functions,C,37
zenroom-0.3.3,foreign_functions,C,8
knet-bindings-2.0.0-alpha1+1.90.647-0fc83,foreign_functions,C,239
knet-bindings-2.0.0-alpha1+1.90.647-0fc83,rust_functions,C,6
ethnum-intrinsics-1.1.0,rust_functions,C,21
spl-token-2022-0.5.0,rust_functions,C,1
ieee1275-0.1.0,rust_functions,C,1
uring-sys2-0.8.0,foreign_functions,C,104
ctrlc-async-3.2.2,rust_functions,C,1
rust-libindy-wrapper-0.2.13,foreign_functions,C,122
rust-libindy-wrapper-0.2.13,rust_functions,C,12
solana_anchor_gateway-2.0.2,rust_functions,C,1
safe-token-3.5.0,rust_functions,C,1
extern_executor-0.1.2,rust_functions,C,3
substrate-wasmtime-jit-0.16.0-threadsafe.4,foreign_functions,C,2
syscall-linux-raw-0.0.2,foreign_functions,C,6
nstd_proc-0.5.0,rust_functions,C,8
kiibohd-hid-io-ffi-0.1.0,foreign_functions,C,7
kiibohd-hid-io-ffi-0.1.0,rust_functions,C,16
xlang_interface-0.1.0,rust_functions,C,8
shogi_core-0.1.5,rust_functions,C,84
ywasm-0.14.1,rust_functions,C,156
geobacter-core-1.0.0,foreign_functions,rust-intrinsic,4
hush-0.1.4,rust_functions,C,43
solana-router-saber-1.1.3,rust_functions,C,1
kpal-plugin-0.2.2,rust_functions,C,9
rust-test-ssssh-0.1.3,rust_functions,C,1
msdfgen-sys-0.1.0,foreign_functions,C,101
msdfgen-sys-0.1.0,static_items,C,1
kqueue2-sys-0.1.5,foreign_functions,C,2
wasmer-clif-backend-fl-0.17.0,foreign_functions,C,3
wasmer-clif-backend-fl-0.17.0,rust_functions,C,10
portmidi-0.2.6,foreign_functions,C,18
cxterminfo-0.2.0,foreign_functions,C,2
js-promises-0.1.0,foreign_functions,C,16
nvim-api-0.2.0,foreign_functions,C,146
tree-sitter-dot-0.1.6,foreign_functions,C,1
nsi-sys-0.2.1,foreign_functions,C,11
truelayer-extensions-0.1.2,rust_functions,C,1
libseccomp-sys-0.2.1,foreign_functions,C,32
domino-program-dp-0.1.11,rust_functions,C,1
twetch-sdk-0.0.1,rust_functions,C,16
paddle-0.1.0-beta.1,rust_functions,C,5
ispc-texcomp-0.1.20,foreign_functions,C,10
redhook-2.0.0,foreign_functions,C,1
quadprogpp-sys-0.1.1,foreign_functions,C,15
libssh2-sys-patched-0.3.0-p1,foreign_functions,C,99
libssh2-sys-patched-0.3.0-p1,rust_functions,C,1
win-opacity-1.0.0,rust_functions,system,1
apache-avro-test-helper-0.14.0,foreign_functions,C,1
apache-avro-test-helper-0.14.0,rust_functions,C,2
Rust-wasm-0.1.0,rust_functions,C,17
com-rs-0.2.1,static_items,C,1
wasm4-sys-0.1.1,foreign_functions,C,17
minstant-0.1.2,rust_functions,C,1
siquery-1.2.0,foreign_functions,C,1
qwac-0.10.0,foreign_functions,C,35
rtea-0.2.0,rust_functions,C,3
scallop-0.0.1,foreign_functions,C,39
scallop-0.0.1,rust_functions,C,4
scallop-0.0.1,static_items,C,11
sds-0.1.0,foreign_functions,C,21
sds-0.1.0,static_items,C,1
kbw-0.1.2,rust_functions,C,5
terra-bindings-0.1.0,rust_functions,C,1
hoedown-6.0.0,foreign_functions,C,11
hoedown-6.0.0,rust_functions,C,35
vorbis_rs-0.1.0,rust_functions,C,2
lv2-worker-0.1.1,rust_functions,C,3
spl-instruction-padding-0.1.0,rust_functions,C,1
hodor-program-0.1.0,rust_functions,C,1
quad-timestamp-0.1.1,rust_functions,C,1
orthanc-plugin-bindings-0.1.1,foreign_functions,C,1
ifaces-0.1.0,foreign_functions,C,2
monitor-control-win-0.1.1,rust_functions,system,1
error_show-0.1.2,foreign_functions,C,1
mem_cmp-0.1.4,foreign_functions,C,1
dome_cloomnik-0.1.12,rust_functions,C,9
kaspa-miner-0.2.0,foreign_functions,C,1
ssh-0.1.4,foreign_functions,C,38
rcocos2d-sys-0.2.4,foreign_functions,C,488
rcocos2d-sys-0.2.4,foreign_functions,thiscall,2494
rcocos2d-sys-0.2.4,static_items,C,42
gluon_vm-0.18.0,rust_functions,C,230
mrusty-1.0.0,foreign_functions,C,63
mrusty-1.0.0,rust_functions,C,9
avr-libcore-0.1.0,foreign_functions,C,2
avr-libcore-0.1.0,foreign_functions,rust-intrinsic,177
avr-libcore-0.1.0,rust_functions,rust-call,11
trezor-crypto-0.2.5,rust_functions,C,1
wasmboy-0.0.2,foreign_functions,C,2
flite-sys-0.1.2,foreign_functions,C,618
flite-sys-0.1.2,static_items,C,94
ivy-image-0.10.0,foreign_functions,C,2
sixtyfps-corelib-0.1.6,rust_functions,C,143
embree-rs-0.3.6,foreign_functions,C,90
imgui-sys-0.9.0,foreign_functions,C,597
hunspell-0.1.2,foreign_functions,C,15
cicada-0.9.34,foreign_functions,C,2
emd-0.1.1,foreign_functions,C,1
ivyrust-0.1.1,foreign_functions,C,8
ivyrust-0.1.1,rust_functions,C,1
hooky-0.2.0,rust_functions,C,1
closer-0.1.2,rust_functions,C,1
ntru-0.5.6,foreign_functions,C,46
qurs-0.2.0,foreign_functions,C,254
tilde-expand-0.1.1,foreign_functions,C,1
synfx-dsp-jit-0.6.1,rust_functions,C,9
memflow-kvm-ioctl-0.1.0,foreign_functions,C,2
libastro-0.1.4,rust_functions,C,4
archivefs-1.0.0,foreign_functions,C,16
cpp_new_simple_cpp_lib-0.1.0,foreign_functions,C,4
objrs_frameworks_foundation_macros-0.0.2,foreign_functions,C,1
mcai-onnxruntime-sys-0.0.15,foreign_functions,C,180
mcai-onnxruntime-sys-0.0.15,static_items,C,2
lpsolve-sys-5.5.0,foreign_functions,C,548
pchain-sdk-0.3.2,foreign_functions,C,24
pchain-sdk-0.3.2,rust_functions,C,1
pcan-basic-sys-2.1.0,foreign_functions,C,14
wayland-0.0.2,foreign_functions,C,44
wayland-0.0.2,static_items,C,22
rithm-10.3.0,rust_functions,C,69
wascc-httpclient-0.1.0,rust_functions,C,1
cadical-0.1.14,foreign_functions,C,18
cadical-0.1.14,rust_functions,C,2
libts-0.1.1,foreign_functions,C,1
libts-0.1.1,static_items,C,3
parasite-0.1.1,static_items,C,1
janet-sys-0.1.0,foreign_functions,C,667
janet-sys-0.1.0,static_items,C,7
backtrace-0.3.67,foreign_functions,C,4
backtrace-0.3.67,rust_functions,C,2
lzfse-sys-1.0.0,foreign_functions,C,3
zopfli-rs-0.1.1,foreign_functions,C,1
cardinal-rewards-center-2.2.2,rust_functions,C,1
envoy-sdk-0.2.0-alpha.1,foreign_functions,C,4
cassandra-cpp-sys-1.1.0,foreign_functions,C,618
wrflib_objc_sys-0.0.3,foreign_functions,C,55
security-framework-2.8.0-beta.1,foreign_functions,C,1
security-framework-2.8.0-beta.1,rust_functions,C,2
reason-othello-0.1.0,rust_functions,C,2
rust_sbml-0.7.0,rust_functions,C,24
win_dbg_logger-0.1.0,rust_functions,C,5
yt-tools-0.3.0,rust_functions,C,7
ffmpeg-dev-0.3.8,foreign_functions,C,2285
ffmpeg-dev-0.3.8,static_items,C,89
tcc-0.1.0,foreign_functions,C,19
tcc-0.1.0,rust_functions,C,1
embedded-freetype-sys-0.2.0,foreign_functions,C,83
sqlite-0.30.3,rust_functions,C,2
fil-ocl-core-0.11.4,rust_functions,C,2
govern-0.5.8,rust_functions,C,1
rustfst-ffi-0.13.1,rust_functions,C,93
littlefs-0.2.0,rust_functions,C,4
channelz_brotli-0.6.8,foreign_functions,C,4
channelz_brotli-0.6.8,rust_functions,C,2
blas-sys-0.7.1,foreign_functions,C,146
nx-0.3.0,foreign_functions,C,1
uniffi-0.22.0,rust_functions,C,4
idcurl-0.4.3,rust_functions,C,3
xhook-sys-0.2.0,foreign_functions,C,6
android-cpufeatures-sys-2.0.0,foreign_functions,C,4
rcublas-sys-0.5.0,foreign_functions,C,271
tendermint-light-client-js-0.28.0,rust_functions,C,1
libnv-0.3.0,foreign_functions,C,1
gpl-token-3.2.0,rust_functions,C,1
cat-rs-0.1.0-alpha.0,foreign_functions,C,22
cat-rs-0.1.0-alpha.0,static_items,C,1
keyutils-0.2.1,foreign_functions,C,23
lzip-sys-0.1.4+1.13,foreign_functions,C,42
pilka_ash-0.7.11,rust_functions,system,1
panicdump-0.1.0,static_items,C,1
lmdb-sys-0.8.0,foreign_functions,C,56
cervus_bridge-0.1.0,rust_functions,C,3
libyubihsm-0.2.1,foreign_functions,C,90
rust-tcl-sys-0.2.0,foreign_functions,C,703
rust-tcl-sys-0.2.0,static_items,C,7
rust-wasm-utils-0.3.0,foreign_functions,C,1
timeout_io-0.6.0,foreign_functions,C,2
timeout_io-0.6.0,static_items,C,4
whitebreadx-0.1.0,foreign_functions,C,22
rkdb-0.4.0,foreign_functions,C,45
nvml-binding-0.1.0,foreign_functions,C,190
hotspot-0.6.0,foreign_functions,C,2
winspawn-0.1.1,foreign_functions,C,635
winspawn-0.1.1,rust_functions,C,4
winspawn-0.1.1,rust_functions,system,1
winspawn-0.1.1,static_items,C,29
lua-jit-sys-2.0.50,foreign_functions,C,226
lua-jit-sys-2.0.50,static_items,C,3
cwa-0.1.0,foreign_functions,C,5
hwloc2-2.2.0,foreign_functions,C,81
scoped_signal-0.1.2,rust_functions,C,1
unicorn-0.9.1,rust_functions,C,6
illumos-priv-0.2.0,foreign_functions,C,11
arfur-wpilib-0.0.2,foreign_functions,C,164
arfur-wpilib-0.0.2,static_items,C,2
thorin-0.1.0,foreign_functions,C,2
thorin-0.1.0,rust_functions,C,1
tree-sitter-sql-bigquery-0.1.8,foreign_functions,C,1
zstd-sys-2.0.4+zstd.1.5.2,foreign_functions,C,72
quickjs_regex_backend-0.1.0,foreign_functions,C,3
imgui-memory-editor-sys-0.3.0,foreign_functions,C,3
libaio-futures-0.2.3,foreign_functions,C,9
aubio-0.2.1,rust_functions,C,1
rslab-0.2.0,foreign_functions,C,3
frenetic-0.1.0,rust_functions,C,3
farmhash-ffi-0.1.0,foreign_functions,C,2
json-checker-0.1.1,foreign_functions,C,3
batrachia-0.1.1,foreign_functions,C,23
batrachia-0.1.1,rust_functions,C,13
cryptsetup-0.2.0,foreign_functions,C,51
cryptsetup-0.2.0,rust_functions,C,2
touptek-1.1.0,foreign_functions,C,94
thin_cstr-0.1.1,foreign_functions,C,2
pcap-sys-0.1.3,foreign_functions,C,76
yuuang-test-napi-1.7.6,rust_functions,C,6
wasm_thread-0.2.0,rust_functions,C,1
czmq-sys-0.1.0,foreign_functions,C,2306
czmq-sys-0.1.0,static_items,C,42
loom-0.5.6,rust_functions,C,1
rsnappy-0.1.0,foreign_functions,C,3
f128_internal-0.2.2,foreign_functions,C,107
suzy-0.2.0,rust_functions,system,1
vk-mem-alloc-0.1.1,foreign_functions,C,65
vk-mem-alloc-0.1.1,rust_functions,system,2
ma_proper-1.0.0,foreign_functions,C,2
roxido-0.5.0,foreign_functions,C,1337
roxido-0.5.0,rust_functions,C,3
roxido-0.5.0,static_items,C,78
scannit-core-ffi-1.0.11,rust_functions,C,15
korg-syro-sys-0.2.0,foreign_functions,C,13
aaudio-sys-0.1.0,foreign_functions,C,47
renegades_sqlite-0.1.3,rust_functions,C,2
dmx-serial-0.4.0,foreign_functions,C,3
udp_sas-0.1.4,foreign_functions,C,2
udp_sas-0.1.4,static_items,C,2
panic-persist-0.3.0,static_items,C,4
azul_glium-0.22.0,rust_functions,system,1
gperftools-0.2.0,foreign_functions,C,2
encoding_c-0.9.8,rust_functions,C,40
c-closures-0.3.1,foreign_functions,C,4
c-closures-0.3.1,rust_functions,C,2
lv2-urid-2.1.0,rust_functions,C,2
vmnet-0.1.1,foreign_functions,C,20
vmnet-0.1.1,static_items,C,23
irondash_engine_context-0.1.1,foreign_functions,C,2
irondash_engine_context-0.1.1,rust_functions,C,1
irssi-sys-0.1.0,foreign_functions,C,2258
irssi-sys-0.1.0,static_items,C,47
webm-sys-1.0.3,foreign_functions,C,13
teensy4-bsp-0.3.0,foreign_functions,C,6
lucet-runtime-internals-0.6.1,foreign_functions,C,7
lucet-runtime-internals-0.6.1,rust_functions,C,3
physx-sys-0.8.1,foreign_functions,C,2029
metacall-0.3.0,foreign_functions,C,24
ao-0.6.1,foreign_functions,C,10
pdfium-render-0.7.26,foreign_functions,C,399
pdfium-render-0.7.26,rust_functions,C,2
rofi-plugin-0.1.0,foreign_functions,C,1
rofi-plugin-0.1.0,rust_functions,C,9
arrayfire-3.8.0,foreign_functions,C,416
snap7-rs-1.142.0,foreign_functions,C,265
snap7-rs-1.142.0,rust_functions,C,5
snap7-rs-1.142.0,static_items,C,11
pqcrypto-classicmceliece-0.1.7,foreign_functions,C,90
core-nightly-2015.1.7,foreign_functions,C,4
core-nightly-2015.1.7,foreign_functions,rust-intrinsic,175
core-nightly-2015.1.7,rust_functions,rust-call,6
tar-sys-0.3.0,foreign_functions,C,3
vmread-sys-0.1.5,foreign_functions,C,34
vmread-sys-0.1.5,static_items,C,1
mount-ctrl_sampling8000-damping0005-0.1.0,foreign_functions,C,6
mount-ctrl_sampling8000-damping0005-0.1.0,static_items,C,4
oasis-game-client-proxy-0.9.0,rust_functions,C,4
vsda-0.1.0,rust_functions,C,1
tectonic_bridge_core-0.3.1,foreign_functions,C,1
tectonic_bridge_core-0.3.1,rust_functions,C,25
nvfbc-sys-0.1.0,foreign_functions,C,15
io-synesthesist-0.1.1,foreign_functions,C,4
z3_ref-0.1.4,foreign_functions,C,793
z3_ref-0.1.4,static_items,C,3
wasm-mt-0.1.3,rust_functions,C,1
discord-cassandra-cpp-0.16.6,rust_functions,C,2
wordexp-sys-1.0.0,foreign_functions,C,2
hc_zome_profiles-0.0.1,rust_functions,C,8
mapped-file-0.0.5,foreign_functions,C,1
randomkit-0.1.1,foreign_functions,C,50
allegro_image-sys-0.0.44,foreign_functions,C,3
unrar-async-0.1.9,rust_functions,C,1
block2-0.2.0-alpha.6,rust_functions,C,15
mextk-sys-0.1.0,foreign_functions,C,461
mextk-sys-0.1.0,static_items,C,66
geographiclib-0.1.0,foreign_functions,C,3
curl-sys-0.4.59+curl-7.86.0,foreign_functions,C,44
firebase-wasm-0.8.1,rust_functions,C,2
firebase-wasm-0.8.1,rust_functions,rust-call,3
parity-util-mem-0.12.0,foreign_functions,C,1
coin_cbc_sys-0.1.2,foreign_functions,C,65
node-sys-0.4.2,rust_functions,C,170
spacetimedb-0.3.1,rust_functions,C,1
js-0.5.0,foreign_functions,C,3
microprofile-0.2.1,foreign_functions,C,15
stable-swap-fuzz-1.8.1,rust_functions,C,1
tock-0.1.4,rust_functions,C,2
usbw-0.0.2,rust_functions,system,2
toa-ping-0.1.1,rust_functions,C,1
wildmidi-0.1.1,foreign_functions,C,9
libpulse-simple-sys-1.19.2,foreign_functions,C,7
duckdb-extension-framework-0.7.0,foreign_functions,C,354
termorrow-0.1.0,foreign_functions,C,13
simdutf-0.3.0,foreign_functions,C,34
hdk-0.1.0-beta-rc.0,foreign_functions,C,44
pyo3-anyio-0.3.0,rust_functions,C,8
rust-GSL-0.4.10,foreign_functions,C,1742
rust-GSL-0.4.10,static_items,C,71
libwhp-0.1.3,foreign_functions,stdcall,21
libwhp-0.1.3,rust_functions,stdcall,5
libusb-native-0.1.0,foreign_functions,C,198
libusb-native-0.1.0,rust_functions,C,287
libusb-native-0.1.0,static_items,C,9
simd-0.2.4,foreign_functions,platform-intrinsic,55
tikv-jemalloc-sys-0.5.2+5.3.0-patched,foreign_functions,C,18
tikv-jemalloc-sys-0.5.2+5.3.0-patched,static_items,C,2
bed-reader-0.2.29,rust_functions,C,19
milim_vulkan-0.1.1,foreign_functions,C,422
adept2-sys-0.1.0,foreign_functions,C,74
hydra_wallet-0.2.3,rust_functions,C,1
libhydrogen-sys-0.9.1,foreign_functions,C,56
clear_on_drop-0.2.5,foreign_functions,C,1
tun-tap-new-0.1.0,foreign_functions,C,1
melib-0.7.2,foreign_functions,C,5
babble-0.2.0,foreign_functions,C,10
memflow-0.2.0-beta9,rust_functions,C,81
clhash-sys-0.1.0,foreign_functions,C,165
libspnav-bindings-0.1.0,foreign_functions,C,10
packetcrypt-sys-0.4.0,foreign_functions,C,11
cassandra-cpp-1.2.0,rust_functions,C,3
keybinder-0.4.1,foreign_functions,C,6
keybinder-0.4.1,rust_functions,C,1
erl_nif-0.5.0,rust_functions,C,1
iocuddle-0.1.1,foreign_functions,C,1
zaplib_x11_sys-0.0.3,foreign_functions,C,662
zaplib_x11_sys-0.0.3,static_items,C,6
pqcrypto-falcon-wasi-0.2.14,foreign_functions,C,20
tree-sitter-erlang-0.0.1,foreign_functions,C,1
a-half-0.1.0,foreign_functions,C,2
gsm-sys-0.0.2,foreign_functions,C,8
seccomp-sys-0.1.3,foreign_functions,C,16
inta-0.1.2,foreign_functions,C,3
ors-0.0.12,rust_functions,C,1
mc-sgx-capable-sys-0.4.0,foreign_functions,C,3
skia-safe-0.57.0,rust_functions,C,3
libcgroup-sys-0.3.0,foreign_functions,C,70
tree-sitter-org-1.3.3,foreign_functions,C,1
logreduce-tokenizer-0.1.0,rust_functions,C,2
assemblylift-iomod-dynamodb-guest-0.1.7,foreign_functions,C,1
mecab-0.1.5,foreign_functions,C,59
tea-keyvalue-provider-0.1.1,rust_functions,C,1
bad64-sys-0.5.0,foreign_functions,C,60
deno_napi-0.12.0,rust_functions,C,1
tree-sitter-ygg-0.1.0,foreign_functions,C,1
cursormatrix-0.4.0,rust_functions,C,1
mw-0.1.0,rust_functions,C,2
rusfun-0.4.0,rust_functions,C,11
dirent-sys-0.2.0,foreign_functions,C,12
ublk-sys-0.0.0,foreign_functions,C,50
vorbisfile-0.2.2,foreign_functions,C,5
vorbisfile-0.2.2,rust_functions,C,4
rsdb-0.12.1,rust_functions,C,17
cntr-nix-0.11.3-pre1,rust_functions,C,1
panda-channels-0.4.0,rust_functions,C,7
rusqlite-0.28.0,rust_functions,C,1
nispor-clib-1.2.9,rust_functions,C,4
oolisp-0.1.9,rust_functions,C,3
time-format-1.1.2,foreign_functions,C,2
civet-0.12.0-alpha.5,foreign_functions,C,7
civet-0.12.0-alpha.5,rust_functions,C,1
libsbc-sys-0.1.2,foreign_functions,C,15
clockwork-network-1.0.6,rust_functions,C,1
caldera-bindings-0.1.0,foreign_functions,C,3513
caldera-bindings-0.1.0,static_items,C,26
cronos-scheduler-0.2.0,rust_functions,C,1
libvmm-0.1.0,foreign_functions,C,3
md5-asm-0.5.0,foreign_functions,C,1
emf-core-base-rs-0.1.3,rust_functions,C-unwind,2
libquickjs-sys-0.10.0,foreign_functions,C,290
libquickjs-sys-0.10.0,static_items,C,3
jshiohaha-newworld-test-0.4.11,rust_functions,C,1
wiringpi_sys-0.1.1,foreign_functions,C,20
kstat-rs-0.2.0,foreign_functions,C,4
nsf-imgui-0.1.3,rust_functions,C,1
aws-nitro-enclaves-attestation-ffi-0.1.0,rust_functions,C,2
symcode-webapp-0.1.0,rust_functions,C,7
rslide-0.1.0,rust_functions,system,1
relp-num-0.1.10,foreign_functions,C,5
lr35902-0.1.1,rust_functions,C,2
hlua-badtouch-0.4.2,rust_functions,C,6
rustflow-0.1.0,foreign_functions,C,1
linicon-ffi-0.1.1,rust_functions,C,8
pyrs-0.1.0,rust_functions,C,10
termbox_simple-0.2.3,foreign_functions,C,12
pathrs-0.0.2,rust_functions,C,15
phase-protocol-sdk-0.3.0,rust_functions,C,1
sm-ext-0.3.0,rust_functions,C,23
if-addrs-sys-0.3.2,foreign_functions,C,2
godot-sys-0.1.0,foreign_functions,C,762
ksw2-sys-0.1.0,foreign_functions,C,11
dijo-0.2.7,rust_functions,C,3
mimalloc-sys-0.1.6-dev,foreign_functions,C,19
pibench-parser-0.1.7,rust_functions,C,4
leptos_dom-0.0.20,rust_functions,rust-call,3
tree-sitter-solidity-0.0.3,foreign_functions,C,1
libaquestalk2-sys-0.1.0,foreign_functions,C,2
iris-ng-0.1.2,foreign_functions,C,53
rust-libretro-sys-0.1.5,foreign_functions,C,25
openrr-plugin-0.0.7,rust_functions,C,21
mesalink-1.1.0-cratesio,rust_functions,C,114
spl-memo-3.0.1,rust_functions,C,1
safe-token-2022-0.4.3,rust_functions,C,1
quarry-mint-wrapper-5.2.0,rust_functions,C,1
intel_tex_2-0.2.0,foreign_functions,C,18
intel_tex_2-0.2.0,static_items,C,2
luasocket-0.1.9,foreign_functions,C,1
luasocket-0.1.9,rust_functions,C,2
nodejs-sys-0.14.0,foreign_functions,C,145
wasmer-3.1.0,rust_functions,C,110
starfish-wasm-1.0.2,rust_functions,C,5
stasis-0.1.0-alpha.1,foreign_functions,C,3
plumber-0.0.7,foreign_functions,C,5
chmlib-1.0.0,rust_functions,C,1
libsodium-sys-0.2.7,foreign_functions,C,603
libsodium-sys-0.2.7,static_items,C,2
cashaccount-sys-0.1.1,foreign_functions,C,7
duktape_ffi_raw-2.30.0,foreign_functions,C,270
suitesparse_ldl_sys-0.3.0,foreign_functions,C,18
openthread-sys-0.1.4,foreign_functions,C,589
gdbstub-0.6.3,foreign_functions,C,1
spl-token-upgrade-0.1.0,rust_functions,C,1
dccp-0.1.0,foreign_functions,C,1
freefare-sys-0.2.0,foreign_functions,C,188
freefare-sys-0.2.0,static_items,C,8
thunderbird-0.2.4,foreign_functions,C,26
iop-keyvault-wasm-0.0.16,rust_functions,C,153
wasmcloud-redis-0.11.3,rust_functions,C,1
papi-bindings-0.5.0,foreign_functions,C,121
papi-bindings-0.5.0,rust_functions,C,1
vimba-sys-0.2.0,static_items,C,1
libresample-0.1.1,foreign_functions,C,5
hcap-0.0.2,foreign_functions,C,35
libhaystack-1.0.10,rust_functions,C,91
rsnowboy-0.1.0,foreign_functions,C,28
feaders-0.2.0,foreign_functions,C,5386
feaders-0.2.0,static_items,C,50
swift-bridge-0.1.44,rust_functions,C,121
libc-extra-0.3.2,foreign_functions,C,14
libc-extra-0.3.2,rust_functions,C,4
libc-extra-0.3.2,static_items,C,5
lcms2-sys-4.0.0,foreign_functions,C,282
pebble-skip-0.0.1,rust_functions,C,7
rustlearn-0.5.0,foreign_functions,C,4
libmpv-2.0.1,rust_functions,C,5
gmt_mount-ctrl_sampling8000-damping002_ze00-0.1.0,foreign_functions,C,3
gmt_mount-ctrl_sampling8000-damping002_ze00-0.1.0,static_items,C,2
sndfile-sys-0.3.1,foreign_functions,C,40
mupdf-sys-0.4.1,foreign_functions,C,1918
mupdf-sys-0.4.1,static_items,C,33
example_dylib-0.1.0,rust_functions,C,3
v4l2-sys-mit-0.2.0,foreign_functions,C,10
quarry-operator-5.2.0,rust_functions,C,1
rust-pigpio-0.2.0,foreign_functions,C,21
nstd_core-0.5.0,rust_functions,C,182
nfc-0.1.11,foreign_functions,C,56
fe_rtos-0.1.1,foreign_functions,Rust,1
fe_rtos-0.1.1,foreign_functions,C,4
fe_rtos-0.1.1,rust_functions,C,19
fe_rtos-0.1.1,static_items,C,7
wasi-process-0.3.2,rust_functions,C,3
exa-0.10.1,foreign_functions,C,4
nix-test-0.0.1,foreign_functions,C,1
mysqlclient-sys-0.2.5,foreign_functions,C,114
cardinal-group-reward-distributor-1.13.0,rust_functions,C,1
solr-token-whitelist-1.0.2,rust_functions,C,1
tree-sitter-applesoft-2.0.3,foreign_functions,C,1
memflow-ffi-0.2.0-beta8,rust_functions,C,26
spooles_ffi-0.1.1,foreign_functions,C,2143
spooles_ffi-0.1.1,static_items,C,12
caelum-vcdm-0.2.0,rust_functions,C,67
quick-js-0.4.1,rust_functions,C,1
shards-0.1.0,foreign_functions,C,1
shards-0.1.0,rust_functions,C,32
libspnav-sys-0.1.0,foreign_functions,C,7
wfst4str-1.0.4,rust_functions,C,58
corona-0.4.3,rust_functions,C,1
redox_uefi_std-0.1.9,foreign_functions,C,1
redox_uefi_std-0.1.9,rust_functions,efiapi,1
libnetfilter_queue-0.0.3,foreign_functions,C,13
libnetfilter_queue-0.0.3,static_items,C,1
libfuzzy-sys-0.2.0,foreign_functions,C,3
