crate_name,err_id,category,ignored,file,start_line,start_col,end_line,end_col
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2030,33,2030,37
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2039,25,2039,29
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2039,34,2039,38
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2048,24,2048,28
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2048,33,2048,37
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2057,25,2057,29
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2057,37,2057,41
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2057,46,2057,50
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2066,25,2066,29
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2066,34,2066,38
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2075,24,2075,28
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2075,33,2075,37
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2084,24,2084,28
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2084,33,2084,37
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2093,28,2093,32
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2093,40,2093,44
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2093,49,2093,53
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2102,23,2102,27
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2102,32,2102,36
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2111,24,2111,28
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2111,33,2111,37
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2120,23,2120,27
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2120,32,2120,36
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2129,24,2129,28
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2129,33,2129,37
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2138,23,2138,27
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2138,32,2138,36
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2147,24,2147,28
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2147,33,2147,37
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2156,25,2156,29
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2156,34,2156,38
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2165,24,2165,28
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2165,33,2165,37
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2174,24,2174,28
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2174,36,2174,40
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2174,45,2174,49
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2183,25,2183,29
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2183,34,2183,38
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2192,23,2192,27
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2192,35,2192,39
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2192,47,2192,51
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2192,56,2192,60
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2201,24,2201,28
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2201,36,2201,40
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2201,45,2201,49
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2210,24,2210,28
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2210,36,2210,40
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2210,45,2210,49
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2219,24,2219,28
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2219,36,2219,40
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2219,45,2219,49
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2228,25,2228,29
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2228,68,2228,72
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2237,25,2237,29
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2237,37,2237,41
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2237,46,2237,50
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2246,25,2246,29
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2255,25,2255,29
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2255,63,2255,67
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2264,26,2264,30
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2264,35,2264,39
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2273,26,2273,30
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2282,27,2282,31
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2291,23,2291,27
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2291,32,2291,36
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2300,25,2300,29
ffmpeg-wasi,0,foreign_functions,true,"src/avformat.rs",2300,34,2300,38
