error_id,crate_name,version,test_name,error_type,error_text,full_error_text,passed_in_tree_borrows,num_occurrences
24,blitsort-sys,0.1.0,sort::test_sorted,Undefined Behavior,"attempting a write access using <95893> at alloc24707[0x4], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x4], but that tag only grants SharedReadOnly permission for this location",FALSE,1
25,blosc2-src,0.1.1,floats_roundtrip,LLI interoperation error,Unsupported LLVM Type,LLI interoperation error: Unsupported LLVM Type: <16 x i8>,FALSE,1
26,brioche-ducc,0.1.2-brioche,tests::array::elements,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE,40
28,btreec,0.3.0,tests::ascend_descend,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE,4
29,bzip2,0.4.4,read::tests::empty,Undefined Behavior,"attempting a read access using <101853> at alloc26304[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE,3
30,bzip2,0.4.4,bufread::tests::bug_61,Undefined Behavior,"attempting a read access using <102080> at alloc26406[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE,1
31,bzip2,0.4.4,read::tests::multistream_read_till_eof,Undefined Behavior,"attempting a read access using <102235> at alloc26447[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE,11
32,carbon-dump,1.2.2,sublime::main,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x10[noalloc] is a dangling pointer (it has no provenance),FALSE,1
33,cashu,0.0.2,mint::test::becdh,LLI interoperation error,Rust type mismatch,LLI interoperation error: Rust type mismatch: cannot convert a Rust value of type i32 to an LLVM value of type i64.,FALSE,1
35,cat_solver,0.1.0,tests::bad_limit,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,4
37,chmlib-sys,1.0.0,open_example_file,Test Failed,NA,"test failed, to rerun pass `--test smoke_test`",FALSE,1
38,cifar_10_loader,0.2.0,test::test_cifar_10_loader_rs,Undefined Behavior,"trying to retag from <9726700> for Unique permission at alloc1777703[0x0], but that tag does not exist in the borrow stack for this location","Undefined Behavior: trying to retag from <> for Unique permission at alloc[0x0], but that tag does not exist in the borrow stack for this location",FALSE,1
39,cita-snappy,0.1.5,tests::valid,Undefined Behavior,"attempting a write access using <98035> at alloc25352[0x0], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a write access using <> at alloc[0x0], but that tag does not exist in the borrow stack for this location",FALSE,1
40,cita-snappy,0.1.5,tests::decompress_error,Undefined Behavior,"attempting a write access using <98310> at alloc25419[0x0], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a write access using <> at alloc[0x0], but that tag does not exist in the borrow stack for this location",TRUE,1
41,cita-snappy,0.1.5,tests::compress_and_decompress,Undefined Behavior,"attempting a write access using <98264> at alloc25424[0x3], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a write access using <> at alloc[0x3], but that tag does not exist in the borrow stack for this location",FALSE,1
42,clickhouse-driver-cthrs,0.1.1,tests::test_hash_128,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,1
43,clickhouse-driver-lz4,0.1.0,test::test_decompression,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
44,clickhouse-driver-lz4,0.1.0,test::test_compression,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,1
45,cpclib-asm,0.7.0,lzclose,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f7b43681868[noalloc] is a dangling pointer (it has no provenance),FALSE,1
46,cpp_std,0.1.1,vector_as_mut_slice,Undefined Behavior,"attempting a read access using <97133> at alloc25121[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",FALSE,1
47,cpp_std,0.1.1,vector_from_slice,Undefined Behavior,"attempting a read access using <97196> at alloc25093[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",FALSE,1
48,cpp_std,0.1.1,vector_push_pop_slice,Undefined Behavior,"attempting a read access using <97109> at alloc25101[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",FALSE,1
49,crypto_pimitives,0.1.1,aesni_test::aesni_192_key_expansion_test,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 24, so pointer to 8 bytes starting at offset 24 is out-of-bounds",FALSE,1
50,ctaes-sys,0.1.0,tests::aes_gcm_decrypt_test_vectors,Undefined Behavior,constructing invalid value at .value.data.parent1.parent1.parent1.data.0[0],"Undefined Behavior: constructing invalid value at .value.data.parent1.parent1.parent1.data.0[0]: encountered uninitialized memory, but expected an integer",FALSE,2
51,datafusion,31.0.0,datasource::physical_plan::json::tests::nd_json_exec_file_mixed_order_projection::case_3,Undefined Behavior,"attempting a read access using <884139> at alloc222747[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE,8
52,datafusion,31.0.0,datasource::physical_plan::json::tests::nd_json_exec_file_mixed_order_projection::case_4,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,8
54,dec,0.4.8,test_decimal128_special_value_coefficient,Undefined Behavior,"attempting a read access using <117431> at alloc31888[0x0], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x0], but that tag does not exist in the borrow stack for this location",FALSE,2
55,dec,0.4.8,test_ordered_decimal64,Undefined Behavior,"attempting a read access using <139534> at alloc39160[0x4], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x4], but that tag does not exist in the borrow stack for this location",FALSE,1
56,dec,0.4.8,test_i128_to_decimal,Undefined Behavior,"attempting a read access using <117950> at alloc31642[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE,2
57,dec,0.4.8,test_agg_wide_narrow_decnum,Undefined Behavior,"attempting a read access using <117407> at alloc31396[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE,9
58,dec,0.4.8,test_standard_notation_decimal,Undefined Behavior,"attempting a read access using <120947> at alloc32373[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE,1
59,dec,0.4.8,decnum_round_reduce_to_place,Undefined Behavior,"attempting a read access using <116477> at alloc30932[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE,1
60,dec,0.4.8,decnum_round_to_place,Undefined Behavior,"attempting a read access using <116468> at alloc30935[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE,1
61,dec,0.4.8,test_ordered_decimal128,Undefined Behavior,"attempting a read access using <139457> at alloc39201[0xc], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0xc], but that tag does not exist in the borrow stack for this location",FALSE,1
62,dec,0.4.8,decnum_raw_parts,Undefined Behavior,constructing invalid value at .value.lsu[6],"Undefined Behavior: constructing invalid value at .value.lsu[6]: encountered uninitialized memory, but expected an integer",FALSE,5
64,dec,0.4.8,test_decimal64_set_exponent,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
65,dec,0.4.8,test_decimal128_set_exponent,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,3
66,dec,0.4.8,test_u128_to_decimal128,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
67,dec,0.4.8,test_i128_to_decimal128,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
68,dec-number-sys,0.0.25,test_dec_double_zero,LLI interoperation error,LLVM field count mismatch,"LLI interoperation error: LLVM field count mismatch: cannot convert an LLVM value with 1 fields to a Rust value of type (), which has 0 fields.",FALSE,4
69,dec-number-sys,0.0.25,test_dec_quad_get_coefficient,Undefined Behavior,"attempting a write access using <116641> at alloc30212[0x0], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",FALSE,1
70,dec-number-sys,0.0.25,test_dec_quad_divide_fma,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 112, so pointer to 4 bytes starting at offset 109 is out-of-bounds",FALSE,1
71,dec-number-sys,0.0.25,test_dec_quad_remainder,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 112, so pointer to 4 bytes starting at offset 110 is out-of-bounds",FALSE,1
72,dec-number-sys,0.0.25,test_dec_quad_get_exponent,Test Failed,NA,"test failed, to rerun pass `--test dec_quad`",FALSE,1
73,decnumber-sys,0.1.5,simple_addition,Undefined Behavior,constructing invalid value at .value.lsu[6],"Undefined Behavior: constructing invalid value at .value.lsu[6]: encountered uninitialized memory, but expected an integer",FALSE,1
74,digibyte,0.27.3,util::bip32::tests::test_vector_1,Undefined Behavior,"attempting a read access using <7690103> at alloc7561378[0x2c], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x2c], but that tag does not exist in the borrow stack for this location",FALSE,4
77,ducc,0.1.5,tests::array::elements,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE,42
78,duk,0.3.0,tests::call_non_existent,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE,27
79,dukt,0.1.0,serialize::tests::deserialize_num,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE,6
80,dukt-macros,0.1.1,adder,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has been freed, so this pointer is dangling",FALSE,6
81,ecma_regex,0.0.2,supports_look_ahead,Undefined Behavior,"deallocating alloc26331, which is C heap memory, using Rust heap deallocation operation","Undefined Behavior: deallocating alloc, which is C heap memory, using Rust heap deallocation operation",FALSE,1
82,elements-miniscript,0.2.0,descriptor::key::test::test_deriv_on_xprv,Undefined Behavior,"attempting a read access using <1074517> at alloc310325[0x10], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x10], but that tag does not exist in the borrow stack for this location",TRUE,3
83,emd,0.1.1,tests::test_distance,memory leaked,"alloc30452 (Rust heap, size","memory leaked: alloc (Rust heap, size: 16, align: 8), allocated here:",FALSE,1
84,entab,0.3.1,compression::tests::test_read_bzip2,Undefined Behavior,"attempting a read access using <118314> at alloc33222[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE,1
85,ep-capstone,0.2.0,arch::arm::test::arm_size_and_alignment,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 14, so pointer to 1 byte starting at offset 14 is out-of-bounds",FALSE,5
86,ep-capstone,0.2.0,arch::m68k::test::m68k_size_and_alignment,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 15, so pointer to 1 byte starting at offset 15 is out-of-bounds",FALSE,4
87,ep-capstone,0.2.0,arch::arm64::test::arm64_size_and_alignment,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 16, so pointer to 1 byte starting at offset 16 is out-of-bounds",FALSE,4
88,ep-capstone,0.2.0,insn::test::detail_size_and_alignment,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 17, so pointer to 1 byte starting at offset 17 is out-of-bounds",FALSE,1
89,ep-capstone,0.2.0,arch::mos65xx::test::mos65xx_size_and_alignment,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 18, so pointer to 1 byte starting at offset 18 is out-of-bounds",FALSE,1
90,ep-capstone,0.2.0,arch::tms320c64x::test::tms320c64x_size_and_alignment,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 21, so pointer to 1 byte starting at offset 21 is out-of-bounds",FALSE,1
91,etch,0.4.2,example,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,1
92,eth-secp256k1,0.5.7,ecdh::tests::ecdh,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE,2
93,everrs,0.2.1,x25519::tests::diffie_hellman_test,LLI interoperation error,LLVM field width mismatch,"LLI interoperation error: LLVM field width mismatch: cannot convert an LLVM field of width 1 to a Rust field of type i32, which has width 4",FALSE,1
94,everrs,0.2.1,chacha20poly1305::tests::seal_test_inplace,Undefined Behavior,"attempting a read access using <210248> at alloc56003[0x0], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x0], but that tag does not exist in the borrow stack for this location",TRUE,1
95,fbx3d,0.1.0,tests::blender_cube,Undefined Behavior,"accessing memory with alignment 1, but alignment 8 is required","Undefined Behavior: accessing memory with alignment 1, but alignment 8 is required",FALSE,1
96,final_compression,1.0.0,tests::test_compressed_writer_bz2,Undefined Behavior,"attempting a read access using <104343> at alloc28390[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE,1
98,flatarchive,0.0.1,compression::bzip::tests::test_compress_empty,Undefined Behavior,"attempting a read access using <146180> at alloc37264[0x8], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x8], but that tag does not exist in the borrow stack for this location",FALSE,2
99,flate2-crc,0.1.2,tests::random_small,the main thread terminated without waiting for all remaining threads,NA,the main thread terminated without waiting for all remaining threads,FALSE,1
100,flips,0.2.1,linear::test_create_apply,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 65536, so pointer to 1 byte starting at offset -1 is out-of-bounds",FALSE,1
101,flips,0.2.1,delta::test_create_apply,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE,3
102,flips,0.2.1,test_create_identical,memory leaked,"alloc25636 (C heap, size","memory leaked: alloc (C heap, size: 4096, align: 16), allocated here:",FALSE,1
103,flips,0.2.1,test_study_apply_to_output,memory leaked,"alloc25704 (C heap, size","memory leaked: alloc (C heap, size: 65536, align: 16), allocated here:",FALSE,1
104,flips-sys,0.2.1,bps::tests::check_create_linear_and_apply,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 4096, so pointer to 1 byte starting at offset -1 is out-of-bounds",FALSE,1
105,flips-sys,0.2.1,bps::tests::check_create_delta_and_apply,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE,1
106,flips-sys,0.2.1,ips::tests::check_create_and_apply,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,1
107,fluidlite,0.2.1,settings::test::settings_ref,memory leaked,"alloc27600 (C heap, size","memory leaked: alloc (C heap, size: 56, align: 16), allocated here:",FALSE,1
110,grin_secp256k1zkp,0.7.12,ecdh::tests::ecdh,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE,2
111,grin_secp256k1zkp,0.7.12,key::test::test_bad_deserialize,Undefined Behavior,constructing invalid value at .value[0],"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",FALSE,2
112,h264bsd,0.1.1,tests::decode_and_save,Undefined Behavior,"attempting a write access using <100167> at alloc25205[0x28], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a write access using <> at alloc[0x28], but that tag does not exist in the borrow stack for this location",FALSE,1
113,h3o,0.4.0,h3::cell_to_child_pos::exhaustive_res2,Test Failed,NA,"test failed, to rerun pass `--test integration_tests`",FALSE,3
115,http-muncher,0.3.2,tests::test_version,LLI interoperation error,LLVM field width mismatch,"LLI interoperation error: LLVM field width mismatch: cannot convert an LLVM field of width 8 to a Rust field of type u32, which has width 4",FALSE,1
116,imgui,0.11.0,context::test_set_ini_filename,Undefined Behavior,"attempting a read access using <122144> at alloc42486[0x0], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x0], but that tag does not exist in the borrow stack for this location",TRUE,2
117,jh-rs,0.1.0,tests::large,Undefined Behavior,constructing invalid value,Undefined Behavior: constructing invalid value: encountered an unaligned reference (required 8 byte alignment but found 1),FALSE,5
118,kg-js,0.8.4,de::tests::deserialize_nan,Undefined Behavior,"trying to retag from <103968> for SharedReadWrite permission at alloc28299[0x8], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: trying to retag from <> for SharedReadWrite permission at alloc[0x8], but that tag only grants SharedReadOnly permission for this location",FALSE,18
119,kissat,0.1.0,tests::miter_buggy_mux2,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,2
120,klu-rs,0.4.0,test::smoke_test,Undefined Behavior,"attempting a write access using <99706> at alloc25787[0x48], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x48], but that tag only grants SharedReadOnly permission for this location",FALSE,1
121,klu-rs,0.4.0,test::solve_real_linear_system,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,1
122,lcms2,6.0.0,mlu::mlu,Undefined Behavior,"attempting a read access using <104359> at alloc27777[0x0], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x0], but that tag does not exist in the borrow stack for this location",FALSE,1
123,lcms2,6.0.0,pipeline::pipeline,Undefined Behavior,"attempting a read access using <102580> at alloc27726[0x0], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x0], but that tag does not exist in the borrow stack for this location",TRUE,1
124,lcms2,6.0.0,context::context,Undefined Behavior,constructing invalid value at .<enum-tag>,"Undefined Behavior: constructing invalid value at .<enum-tag>: encountered 0x63726550, but expected a valid enum tag",FALSE,1
125,lexlib,2.0.1,color::colorf::gray,LLI interoperation error,Rust type mismatch,LLI interoperation error: Rust type mismatch: cannot convert a Rust value of type color::ColorF to an LLVM value of type <2 x float>.,FALSE,1
126,libhydrogen,0.4.1,utils::tests::test_utils,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
127,librsync,0.2.3,test::integration,Undefined Behavior,"trying to retag from <104152> for SharedReadOnly permission at alloc27889[0x0], but that tag does not exist in the borrow stack for this location","Undefined Behavior: trying to retag from <> for SharedReadOnly permission at alloc[0x0], but that tag does not exist in the borrow stack for this location",TRUE,5
129,libtz,0.1.1,timezone::tests::basics,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,3
130,libtz-sys,0.2.2,tests::localtime_rz_test,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,2
131,libudis86-sys,0.2.1,tests::it_works,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: 0x7f8995a69870[noalloc] is a dangling pointer (it has no provenance),FALSE,1
132,libusb-src,1.26.2,test::test_get_device_list,Undefined Behavior,scalar size mismatch,Undefined Behavior: scalar size mismatch: expected 4 bytes but got 1 bytes instead,FALSE,2
133,libusb1-sys,0.6.4,test_get_device_list,Undefined Behavior,scalar size mismatch,Undefined Behavior: scalar size mismatch: expected 4 bytes but got 1 bytes instead,FALSE,2
134,libwebp,0.1.2,decode::tests::test_incr_argb,Undefined Behavior,"attempting a read access using <222476> at alloc41628[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",FALSE,2
139,lmdb-master-sys,0.1.0,test_simple_64,Undefined Behavior,incorrect number of arguments for `open` with `O_CREAT`,"Undefined Behavior: incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3",FALSE,1
141,lmdb-rkv-sys,0.11.2,test_simple_64,Undefined Behavior,incorrect number of arguments for `open` with `O_CREAT`,"Undefined Behavior: incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3",FALSE,1
142,lmdb-sys2,0.11.2,test_simple_64,Undefined Behavior,incorrect number of arguments for `open` with `O_CREAT`,"Undefined Behavior: incorrect number of arguments for `open` with `O_CREAT`: got 2, expected at least 3",FALSE,1
143,lsmlite-rs,0.1.0,tests::can_work_with_compressed_db_with_background_checkpointer,Undefined Behavior,"attempting a write access using <245208> at alloc78339[0x0], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",FALSE,27
144,lsmlite-rs,0.1.0,threads::tests::create_background_thread_checkpointer,Undefined Behavior,"attempting a write access using <116981> at alloc34635[0xe8], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0xe8], but that tag only grants SharedReadOnly permission for this location",FALSE,3
145,lucet-runtime-internals,0.6.1,context::tests::c_child::call_child,Undefined Behavior,constructing invalid value at .value.__val[0],"Undefined Behavior: constructing invalid value at .value.__val[0]: encountered uninitialized memory, but expected an integer",FALSE,13
146,lz4,1.24.0,decoder::test::test_decoder_smallest,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 8, so pointer to 4 bytes starting at offset 264 is out-of-bounds",FALSE,1
148,lz4,1.24.0,decoder::test::test_decoder_send,Undefined Behavior,memory access failed,"Undefined Behavior: memory access failed: alloc has size 8, so pointer to 8 bytes starting at offset 64 is out-of-bounds",FALSE,1
150,lzokay-native,0.1.0,tests::check_lzo_decompress_compatibility,Undefined Behavior,constructing invalid value at .value[0],"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",FALSE,1
151,lzzzz,1.0.4,lz4f::dictionary::tests::create_dictionary,Test Failed,NA,"test failed, to rerun pass `--lib`",FALSE,1
155,milagro-crypto,0.1.14,ff::overloading::tests::mul_assign_test,Undefined Behavior,"attempting a read access using <127525> at alloc29962[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",FALSE,26
156,milagro-crypto,0.1.14,big::tests::test_big_random,Undefined Behavior,"attempting a read access using <115526> at alloc29953[0x1], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x1], but that tag does not exist in the borrow stack for this location",FALSE,7
157,milagro-crypto,0.1.14,ff::tests::test_ff_io_sized_hex,Undefined Behavior,"attempting a read access using <161090> at alloc30010[0x60], but that tag does not exist in the borrow stack for this location","Undefined Behavior: attempting a read access using <> at alloc[0x60], but that tag does not exist in the borrow stack for this location",FALSE,1
158,milagro-crypto,0.1.14,big::tests::test_bytes,Undefined Behavior,"attempting a write access using <115464> at alloc30025[0x0], but that tag only grants SharedReadOnly permission for this location","Undefined Behavior: attempting a write access using <> at alloc[0x0], but that tag only grants SharedReadOnly permission for this location",FALSE,1
