error_id,crate_name,version,test_name,error_type,error_text,full_error_text,passed_in_stack_borrows,num_occurrences
819,tree-sitter-starlark,1.1.0,tests::test_can_load_grammar,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
820,tree-sitter-strings,0.1.0,tests::can_load_grammar,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
821,tree-sitter-svelte,0.10.2,tests::can_load_grammar,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
822,tree-sitter-swift,0.3.6,tests::test_can_load_grammar,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,2
823,tree-sitter-tablegen,0.0.1,tests::test_can_load_grammar,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
824,tree-sitter-thrift,0.5.0,tests::test_can_load_grammar,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
825,tree-sitter-toml,0.20.0,tests::can_load_grammar,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
826,tree-sitter-traversal,0.1.2,tree_sitter_tests::example,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,4
827,tree-sitter-tsq,0.19.0,tests::test_can_load_grammar,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
828,tree-sitter-turbowave,1.7.1,tests::test_can_load_grammar,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
829,tree-sitter-ungrammar,0.0.1,tests::test_can_load_grammar,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
830,tree-sitter-uxntal,1.0.0,tests::test_can_load_grammar,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
831,tree-sitter-wdl-1,0.1.10,tests::test_can_load_grammar,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
832,tree-sitter-wenyan,0.1.0,tests::test_can_load_grammar,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
833,tree-sitter-wgsl,0.0.6,tests::test_can_load_grammar,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
834,tree-sitter-whitespace,0.0.1,tests::test_can_load_grammar,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
835,tree-sitter-yabo,0.0.1,tests::test_can_load_grammar,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
836,tree-sitter-yuck,0.0.2,tests::test_can_load_grammar,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
837,tree_sitter_grep_tree-sitter-rust,0.20.3-dev.0,tests::can_load_grammar,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
838,twmap,0.10.0,custom_test_ddnet,Undefined Behavior,read access through <3585361> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE,3
839,type-sitter-lib,0.3.0,typed_tree::tests::test_static_lifetime,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
840,tz-search,0.1.1,tests::loads_ok,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,3
841,unrar,0.5.1,archive_comment,Undefined Behavior,out-of-bounds pointer use,Undefined Behavior: out-of-bounds pointer use: 0x10000[noalloc] is a dangling pointer (it has no provenance),FALSE,15
842,valley-free,0.2.0,tests::build_topology,Undefined Behavior,read access through <91567> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE,2
843,vuln-reach,0.1.1,javascript::lang::accesses::tests::accessor_anonymous_function,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,61
844,webp-animation,0.8.0,decoder::tests::test_decoder_success,Undefined Behavior,"reading memory at alloc1960[0x18..0x1c], but memory is uninitialized at [0x18..0x1c], and this operation requires initialized memory","Undefined Behavior: reading memory at alloc[0x18..0x1c], but memory is uninitialized at [0x18..0x1c], and this operation requires initialized memory",FALSE,2
845,wedpr_l_crypto_signature_secp256k1,1.1.0,tests::test_secp256k1_recover,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
846,weggli,0.2.4,_loop,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,34
847,weggli,0.2.4,class_cpp,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,11
848,xs233,0.3.0,xsk233::tests::mul,LLI interoperation error,Unsupported LLVM Type,"LLI interoperation error: Unsupported LLVM Type: { i8, i64 }",FALSE,1
849,xyz,0.2.1,smoke,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,2
850,xz2,0.1.7,read::tests::qc,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,7
851,yabo,0.1.0,absint::layout::tests::layouts,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,12
852,yusb,0.1.1,context::test::is_global_context,Undefined Behavior,scalar size mismatch,Undefined Behavior: scalar size mismatch: expected 4 bytes but got 1 bytes instead,FALSE,1
853,zip,0.6.6,append,Undefined Behavior,read access through <1658639> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE,3
854,zipcodes,0.3.3,tests::should_fail_to_find_zipcodes_not_included_in_overrides,Undefined Behavior,read access through <92343> is forbidden,Undefined Behavior: read access through <> is forbidden,FALSE,3
855,zstd-safe,6.0.6,tests::test_dictionary,Undefined Behavior,"using uninitialized data, but this operation requires initialized memory","Undefined Behavior: using uninitialized data, but this operation requires initialized memory",FALSE,1
