cavalier_contours_ffi,C,36
win_ocr_bindings,system,20
m68000,C,15
simple_libc,C,1
ast-grep-napi,C,60
inkview-sys,C,1
solana-router-main,C,1
psx,C,1
datatest,rust-call,6
wascc-httpsrv,C,1
solr-token-whitelist,C,1
rp2040-hal,C,75
libafl_frida,C,67
datafusion-rustyline,C,1
unrar,C,1
rutilities,C,4
da14531-hal,C,1
pathrs,C,15
spacetimedb,C,1
http-muncher,C,10
safecoin-vest-program,C,1
kernaux,C,2
pre_hf,C,2
c-gull,C,28
os-timer,C,3
psy_american,C,1
cie,C,1
hexavalent,C,6
nhdesigngen,C,8
zmq2,C,1
wasmer-runtime-core,C,16
solana-lualoader,C,1
hakoniwa,C,1
nuklear-rust,C,3
otter-wasm,C,17
civet,C,1
libmpv,C,5
librsync,C,2
epicinium_lib,C,1
nm,C,2
riscv-minimal-rt,Rust,1
riscv-minimal-rt,C,2
mpl-token-entangler,C,1
membrane,C,1
secp256k1-sys,C,4
mpl-fixed-price-sale,C,1
dygpi,C,1
nstd_gui,C,28
rad,C,1
pkgcraft-c,C,113
reason-othello,C,2
rustacuda,C,1
kreida,C,3
similari,C,192
consistenttime,C,20
ket,C,1
radiate,C,3
kpal-gpio-cdev,C,2
mappum-rocksdb,C,16
spdlog-rs,C,1
arrow2,C,6
nvml-rs,C,1
lunesweb,C,10
memx-cdy,C,7
terra-cosmwasm,C,1
eframework,C,2
vk-sys,system,199
hatto,C,15
kdb_c_api,C,1
sapp-dummy,C,18
swift-bridge,C,121
dvcompute_cons,C,15
vtracer-webapp,C,9
lv2-core,C,7
ciphercore-adapters,C,123
voter-stake-registry,C,1
rlua,C,23
osmo-bindings-tokenfactory,C,1
solana-noop,C,1
ooxml,C,1
frenetic,C,3
hexchat-unsafe-plugin,C,5
spng,C,1
clockwork-network-program,C,1
hudhook,system,16
megenginelite-rs,C,1
oqo,C,2
curl,C,11
mun_runtime_capi,C,12
pudding-kernel,C,4
leftwm-core,C,3
cardinal-paid-claim-approver,C,1
cursormatrix,C,1
m,C,6
vtd_xml,C,1
kontrak-sqlite,C,2
parviocula,C,5
quickjs_runtime,C,35
corundum,rust-call,1
deelevate,C,3
reaper-medium,C,4
bing-rs,C,13
vulkano,system,1
libssh2-sys-patched,C,1
minilibx,C,5
memflow-coredump,C,2
hsa,C,8
pact_matching,C,1
yuuang-test-napi,C,6
closures,rust-call,132
thorin,C,1
dbus-rs,C,2
gpl-math,C,1
ofx,C,1
godot_egui,C,2
solana-geyser-plugin-postgres,C,1
cadical,C,2
mips-rt,C,1
jimage,C,1
cffi-impl,C,1
regmap,C,2
starlane-core,C,1
mosquitto-jwt-auth,C,10
sc-executor-wasmtime,C,1
ocl-core,C,2
pleaser,C,1
quarry-operator,C,1
substrate-wasmtime-runtime,C,26
safe-associated-token-account,C,1
minimp4,C,1
bindgen,C,1
lockup,C,1
otter-webdriver-tests,C,4
near-sdk,C,54
prototty_wasm_input,C,17
cart-tmp-wgc,C,37
emacs_module_bindings,C,10
libhaystack,C,91
xkbcommon,C,1
freenectrs,C,2
trezor-crypto-lib,C,9
serde_closure,rust-call,6
zellij-server,C,1
evmc-vm,C,2
actions-toolkit-sys,C,4
https-everywhere-lib-wasm,C,6
aries-askar,C,76
async_ui_web,C,1
rand,C,1
lv2-state,C,4
rustpak,C,5
zstd-seekable,C,2
smashnet,Rust,6
smashnet,C,17
cpp_regexp,C,8
g3,rust-call,45
quarry-registry-ntoken,C,1
autd3-link-soem,C,1
asn1_der,C,3
channelz_brotli,C,2
lunesrs,C,15
exprtk_rs,C,1
picorv32-rt,C,2
wasm-react,C,4
exocore-apps-sdk,C,6
randall,C,1
ouo,C,2
rgrow,C,8
objc2-foundation,C,1
rbdc-sqlite,C,4
tweecrypto,C,2
tdb_core,C,1
signalbool,C,1
ontio-std,C,1
electron-sys,C,1156
wascc-httpclient,C,1
rsocket_rust_transport_wasm,C,4
cyber-std,C,1
ul,C,5
arcrs,C,22
pwa,C,1
novusk_syscalls,C,1
cardinal-transfer-authority,C,1
loop-forever,C,4
tcalc-rustyline,C,1
sciter-rs,system,13
sciter-rs,C,6
pngquant,C,1
rust-libretro-example-core,Rust,1
wasmir,C,1
cardinal-reward-distributor,C,1
pibench-parser,C,4
iop-proto-wasm,C,65
xlang_abi,C,12
icu_capi,C,491
monkeys,C,2
extern_executor,C,3
hodor-program,C,1
rustgym-testcpp,C,1
rofi-plugin,C,9
alloc_system,C,6
concordium-std,C,14
suzy,system,1
xmp_toolkit,C,1
jay-config,C,6
millennium-utils,C,1
sapio-secp256k1,C,1
p5-sys,rust-call,2601
cardinal-token-manager,C,1
serde-fressian,C,3
onig,C,3
fast-rustc-ap-rustc_index,rust-call,4
cursed,C,9
fluidlite,C,7
sapp-wasm,C,14
solrand,C,1
summon-api-sdk,C,7
s2n-tls,C,8
rustty,C,1
biscuit-wasm,C,49
ansi,rust-call,1
gpl-token,C,1
rust_asio,C,2
wilton_rust,system,1
wral,rust-call,1
govern,C,1
nstd,C,205
wascc-fs,C,1
r3_core,rust-call,17
r3_core,C,5
git2,C,41
redirectionio,C,35
pineappl_capi,C,48
wasmer-runtime-core-asml-fork,C,16
aaudio,C,2
lr35902,C,2
ucontext,C,1
luasocket,C,2
jbig2dec,C,1
bootloader_api,C,1
atri_ffi,C,8
fere,system,1
filament-bindings,C,2
khash,C,9
iop-node-wasm,C,27
cue-sdk,C,2
tectonic_bridge_flate,C,5
ast-grep-wasm,C,2
vorbis_rs,C,2
suricata,C,490
rustfst-ffi,C,90
avr-libcore,rust-call,11
color_hash,C,1
metal-sys,C,6
redis-cas,C,4
breakout-wasm,C,20
moxie-web,C,1
tree-sitter-tags,C,12
binary_codec_sv2,C,4
wasmer-runtime-core-near,C,15
herkulex-drs-0x01-stm32f1xx,C,1
quarry-mint-wrapper-ntoken,C,1
voroxx,C,1
libwhp,stdcall,5
xplm,C,23
druid-win-shell,system,1
pr,C,2
enarx-exec-wasmtime,C,1
wcolor,system,2
rustyline-with-hint-fix,C,1
libharu,C,1
node-sys,C,170
drogue-ffi-compat,C,3
libffi,C,39
btreec,C,2
continuation-router,C,1
pyth-client,C,1
terra-bindings,C,1
observable-react,C,8
stackful,C,1
imgui,C,3
wasm-utils,C,106
ufbx,C,17
willow-example,C,1
verneuil,C,30
nfqueue,C,1
helix,C,1
liblinear,C,1
sqlite-vfs,C,29
fltk,C,387
py-pkstl,C,21
objrs_runtime,C,3
injective-cosmwasm,C,1
tm-rs,C,1
pact_ffi,C,14
vk_llw,system,1
libc-extra,C,4
mpl-hydra,C,1
pilota-build,C,2
vmulti-client,system,1
rust-wasm-dev-helper,C,2
demes-forward-capi,C,18
zerotwo,C,11
lua-rs,C,4
gpl-memo,C,1
rart-rs,C,1
ffizz-string,C,8
fts,C,10
flowscripter_template_deno_rust_library,C,1
geometry_tools,C,1
roxido,C,3
rustcap,C,1
autocxx-bindgen,C,1
of,C,2
perspective,C,73
mirishita_info_bot,C,1
memflow-kvm,C,1
cardinal-time-invalidator,C,1
wasmcloud-nats-kvcache,C,1
tcc,C,1
nnv-rs,C,4
pinar,C,12
stb,C,4
ivyrust,C,1
c-scape,C,361
is_computer_on,C,1
clockwork-scheduler,C,1
spl-shared-memory,C,1
hermetic,C,2
latex_snippet,C,9
wasm-sort,C,56
domino_program,C,1
locenv,C,4
cronos-network,C,1
louis,C,1
tch,C,1
rust-macios,C,58
libutp-rs,C,8
h1emu-core,C,42
pydestiny,C,2
rust-gomoku,C,8
depcheck-rs-node,C,2
yt-tools,C,7
flowscripter_template_wasm_rust_library,C,1
interoptopus_reference_project,C,92
pyo3-anyio,C,8
miss-demeanor-pluginutils,C,4
rustc-ap-rustc_index,rust-call,4
wita,system,3
ternary-tree-wasm,C,11
ez_audio,rust-call,3
ez_audio,C,1
fmod,C,15
sleigh-sys,C,10
parattice,C,22
weechat,C,16
reax,C,18
jack-client,C,12
scannit-core-ffi,C,15
native-windows-gui,system,13
mpl-auction-house,C,1
ring-fork-dtool,C,2
oolisp,C,3
owa4x,C,1
rute,C,225
sudo_pair,C,7
human_name,C,19
vst,C,7
xprogram,C,1
wasmcloud-telnet,C,1
safecoin-exchange-program,C,1
drm-rs,C,2
get_env,C,1
claim-ip,C,1
parallel_image_crop,C,1
optimal-transport,C,3
protobuf-native,C,13
taos-optin,C,5
pyplanetarium,C,40
libceed,C,1
nispor-clib,C,4
drone-test,C,5
cxx,C,149
deno-libffi,C,39
idcurl,C,3
geoint,C,3
rust-corosync,C,10
toa-ping,C,1
usbw,system,2
rdp,C,7
swc_ecma_ast,C,1
solana-router-raydium,C,1
mangling,C,2
twain,C,1
crate-redeem-in-kind,C,1
wascc-nats,C,1
oko,C,2
audir,C,2
opo,C,2
urcu,C,2
yang2,C,1
sapp-jsutils,C,1
mpl-candy-machine-core,C,1
ergo-lib-jni,system,2
descent_ipopt,C,5
stackalloc,C,1
bluetooth-serial-port,C,1
ecal,C,2
nstd_gl,C,17
azure-kinect,C,2
eingang-frontend,C,1
deno_napi,C,1
lalrpop-lambda,rust-call,1
nstd_input,C,4
py_geo_interface,C,3
libxml,C,2
rsffish,C,24
openthread-rust,C,30
cdbc-sqlite,C,3
alpm-ll,C,6
compiler_builtins,C,216
nstd_proc,C,8
neptune-lang,C,9
lodepng,C,77
trezor-crypto,C,1
bed-reader,C,19
wasmer-wast-asml-fork,C,1
valley-free,C,12
snapshots,C,1
unqlite,C,4
libdwfl,C,1
neon,C,69
unwinding,C-unwind,6
unwinding,C,23
mint-proxy,C,1
dispatch2,C,1
vimwiki-wasm,C,300
streamflow-sdk,C,1
ssh2,C,1
bufro,C,35
aw,C,6
example_dylib,C,3
nstd_fs,C,20
crash-handler,C,4
aya-rustc-llvm-proxy,C,1295
pyxel-wrapper,C,165
mupen64plus,C,4
td_rlua,C,6
ramu_rs,C,11
nanocom,system,3
sensors,C,1
akinator-py,C,63
mond,C,5
sunny-anchor,C,1
skidscan,C,1
syzygy,C,8
fann,C,2
stable-swap-fuzz,C,1
caelum-vcdm,C,67
solana-router-saber,C,1
openssl,C,29
stable-swap,C,1
squads-program,C,1
emacs,C,3
new-home-core,rust-call,3
allo-isolate,C,11
agilulf_fs,C,1
betrusted-rt,Rust,2
betrusted-rt,C,2
ng,C,2
mech-stats,C,1
iredismodule,C,1
wasmcloud-httpserver,C,1
rvmti,C,32
gpl-token-swap,C,1
polyhorn-android-sys,C,2
amethyst_rendy,C,2
safecoin-program,C,1
quick-js,C,1
wasmer-vm-near,C,36
cryptsetup,C,2
senpy-ffi,C,7
tid-rs,C,1
wasi-worker,C,1
coroutines,C,2
quarry-mine-ntoken,C,1
otter-api-tests,C,4
mrusty,C,9
librespot-tremor,C,4
aclint,C,7
pktwasm,C,1
mesalink,C,114
lincoln_wasm,C,14
libafl,C,34
bfes,C,6
usdpl-front,C,6
common_messages_sv2,C,4
http_desync_guardian,C,6
oasis-test,C,22
mp4parse_capi,C,13
wasmcloud-s3,C,1
metainfo,C,1
activitystreams-types,C,50
bd,rust-call,2
nft_collection,C,1
dex-v4,C,1
spl-name-service,C,1
dijo,C,3
iop-sdk-ffi,C,240
base64-cli,C,3
rtlola_kotlin_bridge,C,4
zinzen,C,1
microvmi,C,11
libargs,C,1
nstd_io,C,14
easyjack,C,3
mpl-candy-machine,C,1
effect-monad,rust-call,2
keybinder,C,1
bash-builtins,C,3
rrt0,C,36
xladd,stdcall,1
wasmbox,C,3
rusb,system,1
pyawabi,C,3
virt,C,1
libpulse-binding,C,33
retro-rs,C,6
q1tsim,C,17
solana-geyser-plugin-scaffold,C,1
zmq-rs,C,1
edgedb-sdk,C,2
clanker,C,1
cose-c,C,1
gddb,C,3
sdl2_mixer,C,2
tokio_wasi,C,1
qoqo_calculator_pyo3,C,71
wrend,C,150
pime,C,1
visa-rs,system,2
source-map-mappings-wasm-api,C,10
reed-solomon-novelpoly,C,2
ash,system,565
winvd,stdcall,122
emacs-native-async,C,1
tg-bindings,C,1
lilos,C,1
dome_cloomnik,C,9
libusb-wishbone-tool,C,1
helixlauncher-core,C,1
tarantool-module,C,1
freertos_rs,C,2
lv2-worker,C,3
libwebp-sys2,C,10
mermaid-wasmbind,C,2
glium_text,C,3
mpv,C,1
spl-token-2022,C,1
cess,C,1
model3d,C,2
ensync,C,1
axe_fx_midi,C,1
solana_bank,C,1
iop-hydra-sdk,C,1
rustler,C,1
solana-fund,C,1
redox_uefi_std,efiapi,1
cubo,C,1
notmuch,C,2
cart-tmp-winit,C,4
unid,C,33
libket,C,57
indy-credx,C,44
palaver,C,1
sourmash,C,128
task-local-extensions,C,1
swc_estree_ast,C,1
pprof,C,1
libruster,C,8
nanoset-py,C,42
monotone-crescendo,C,3
numpress,C,7
deno,C,148
diesel-connection,C,1
candy-wrapper,C,1
fuzzyhash,C,2
crankstart,C,16
solana-budget-program,C,1
mrml-wasm,C,10
gdnative-core,C,11
boolector,C,1
chord-flow,C,1
perde-core,C,1
wasmcloud-nats,C,1
stpl,rust-call,2
pebble-skip,C,7
vulkayes-core,system,1
rust_demangle,C,2
mecs,rust-call,3
luajit-bindings,C,1
bern-kernel,Rust,1
zsplg,C,8
fil-ocl,C,1
smalloca,C,2
dcv-color-primitives,C,5
rustc-llvm-proxy,C,1140
agsol-gold-contract,C,1
rusqlite-le,C,1
d4-hts,C,1
nstd_core,C,182
wasm_thread,C,1
serde_traitobject,rust-call,3
wasmcloud-fs,C,1
cxx-symbols,C,68
spl-token,C,1
pagurus_windows_system,system,1
retworkx,C,184
madsim-rdkafka,C,9
boehm_gc,C,5
rithm,C,69
dateless,C,6
mimeograph_cloudflare,C,10
srt-c,C,31
text-to-sounds,C,1
win7-notifications,system,1
xtensa-lx6-rt,C,30
assemblage_broadcast,C,1
aingle_wasmer_guest,C,2
pyxel-extension,C,164
moonalloy,C,24
wasmer-wasi-near,C,5
monero-lmdb-rkv,C,3
nstd_time,C,3
openmpt,C,6
rcrt1,C,2
ovo,C,2
plrs,C,22
tao-of-rust,rust-call,3
mortal,C,1
mpl-listing-rewards,C,1
gluon_vm,C,230
const_closure,rust-call,6
winutils-rs,C,1
llua,C,82
eigen_crypto,C,1
cardinal-certificate,C,1
rustypy,C,48
wave-insight-web,C,1
nstd_env,C,13
alpm-rs,C,3
phoenix-tls,C,1
clockwork-thread-program,C,1
omo,C,2
tobii-sys,C,1
rsmb,C,4
hanblas,C,1
tinysearch-engine,C,1
ggca,C,21
sled-native,C,16
liblightning,C,1
beastlink,C,2
luis_sys,C,18
turmoil,C,1
async-backtrace,C,1
tarantool,C,6
nova-serum-swap,C,1
gmod,C-unwind,1
ndless-freetype,C,3
clockwork-http,C,1
pam-bindings,C,1
lucet-runtime-internals,C,3
sapio-secp256k1-sys,C,4
wasm-color-string,C,21
quarry-redeemer,C,1
solana-accountsdb-plugin-postgres,C,1
pest-ide,C,6
pm_rlua,C,6
mpl-gumdrop,C,1
exprtk_sys,C,1
wooting-analog-plugin-dev,C,1
hexchat-plugin,C,5
tin-lang,C,2
gaborator-sys,C,13
markdown_wasi,C,2
spirv-tools,C,1
bootloader-x86_64-uefi,efiapi,1
async-ffi,C,9
fontkit,C,5
ev3rt,C,1
ia,C,19
safe-token-2022,C,1
cntr-nix,C,1
ieee1275,C,1
ockam-ffi,C,14
leafrender,system,1
wasmer-engine-dummy,C,2
yi,C,1
azul-winit,C,4
distant-lua,C,1
vterm-sys,C,27
napi,C,18
NT-serum-swap,C,1
rdkafka,C,11
smart-wallet,C,1
event,rust-call,1
sapp-windows,C,7
sapp-windows,system,1
drogue-boot,C,1
holium-rs-sdk,C,1
rene,C,1
libperl-rs,C,1
hapi-core,C,1
talus,C,4
dwrote,system,38
sapp-linux,C,63
gallium_ecs,C,1
winput,system,1
exomind-app,C,1
safe-memo,C,1
cpp_new,C,2
rvs-c-api,C,15
unblock,C,2
physx,C,17
tc-executor-wasmtime,C,1
nstd_alloc,C,6
ntserum-swap,C,1
jni-utils,C,2
wasm-message-passing-3nweb,C,1
famous-last-words,C,1
mvsdk,C,2
pty-shell,C,2
volt-abi,C,1
faster_path,C,4
sixtyfps-corelib,C,143
bowtie,system,1
paddle,C,5
pyportus,C,20
glommio,C,1
haru,C,113
fsevent-stream,C,7
om-fork-miniaudio,C,11
worker,C,3
arcdps-imgui,C,3
shogi_core,C,84
uniffi,C,4
pretty_trace,C,1
truelayer-extensions,C,1
gbm,C,1
rocksdb,C,20
yffi,C,146
pmdk,C,1
libdw,C,2
nuklear-backend-gdi,system,1
nuklear-backend-gdi,C,3
gfx-backend-vulkan,system,2
holochain_wasmer_guest,C,2
nuki,C,5
enarx-shim-sgx,sysv64,4
enarx-shim-sgx,C,1
cfx-core,C,8
libstrophe,C,8
tuikit,C,1
dacite,system,6
breakpoint,C,1
duk,C,4
merkle-distributor,C,1
wasm_request,C,1
slitter,C,5
objc-macros,C,4
iop-morpheus-sdk,C,1
ocl,C,1
fetch-data,C,1
fuchsia_backtrace,C,1
amethyst_locale,C,1
woo,C,2
yatima-rustyline,C,1
reaper-low,C,21
tracing-for-pyo3-logging,C,1
rust_sodium-sys,C,3
mtbl,C,1
rust_sbml,C,24
ostn02_phf,C,1
namespaces,C,1
polyhorn-ui,C,1
chmlib,C,1
encoding_c_mem,C,30
psp,C,207
cranelift-codegen,C,1
sp1-token,C,1
companion-service,C,2
scallop,C,4
bliss-audio-aubio-rs,C,1
wasmer_inkwell,C,1
v8,C,34
scudo,C,1
swc_plugin_shared,C,1
c-ffi,C,1
hydro,sysv64,1
embly-wrapper,C,4
oasis-game-client-proxy,C,4
caoe,C,2
mathcat_c,C,14
wasmcloud-httpclient,C,1
topgrade-rs,C,1
flow,C,5
inmemory-keyvalue,C,1
cashweb-secp256k1,C,1
gpl-associated-token-account,C,1
cardinal-payment-manager,C,1
scoped_signal,C,1
system-configuration,C,6
rttrust,C,7
nsf-imgui,C,1
intercom,system,81
tauri-winit,C,4
hpl-reward-center,C,1
wedpr_ffi_c_common,C,3
interception,C,3
ossuary,C,13
chlorate,C,1
graphql-idl-parser-ffi,C,1
coverall,C,29
loom,C,1
mercurial-vault,C,1
grep_cdylib,C,4
blazesym,C,7
yamlate,C,19
ladspa,C,8
corona,C,1
mun_runtime,C,1
fazi,C,33
libusb-native,C,287
node_api,C,1
fisco-bcos-service,C,2
scp_username_module,C,2
solana-vest-program,C,1
pqcrypto-internals,C,1
ffi_utils,C,5
sqlite-pagecache,C,11
proxy-wasm-experimental,C,22
rad1o-l0dable,C,1
proteus,C,8
hoedown,C,35
rustkit_bindgen,C,1
ssh2-patched,C,1
quake_wasm,C,4
vk-mem-alloc,system,2
puff-rs,C,100
mpl-reward-center,C,1
deno_ffi,C,2
zmq,C,1
oxo,C,2
jump,rust-call,3
particles,C,15
wxml,C,1
mylibrary,C,3
fuzzyfocus,system,1
clockwork-queue-program,C,1
context_bind,C,1
gonk-core,C,3
lv2-urid,C,2
quarry-registry,C,1
hello_bash_plugin,C,1
futuresdr-frontend,C,6
opentok,C,46
aubio,C,1
dcap-provider,C,4
fe_rtos,C,19
async-timer,C,1
nifpga,C,1
mechtron,C,9
mbd,C,2
vlc-rs,C,7
pam,C,1
li_stephens_py_hkhan,C,2
photonio-uring,C,1
yew-style-in-rs-macro,C,1
comet-rs,C,1
mp4decrypt,C,2
pen-ffi,C,6
cardinal-scanner,C,1
rayfork-sys,C,3
crossbow-android,C,10
wapc-guest,C,1
flic,C,40
servo-glutin,C,1
hilbert-c2rust,C,3
inkwell,C,1
wgpu-core,C,47
flac-bound,C,1
rustc-demangle-capi,C,1
pyo3-asyncio,C,6
fg,C,7
cozorocks,C,1
csml_interpreter,C,8
wasmer-clif-backend-fl,C,10
greenthread-future,sysv64,2
rusty-cffi,C,17
oao,C,2
mpl-candy-guard,C,1
rust-rsm,C,1
spacetimedb-bindings-sys,C,2
coroutine,C,3
genet-abi,C,43
caseconv,C,3
synfx-dsp-jit,C,9
wasmer-wit-bindgen-rust,C,3
vorbisfile,C,4
flav-md-engine,C,3
rustier,C,6
ethnum-intrinsics,C,21
wasmtime-fiber,C,1
tileme,system,4
aplayer-wasmbind,C,5
nftoken,C,1
elfo-core,C,1
meshlite_ffi,C,56
wasmbuild,C,3
cosmic-macros,C,2
nesdie,C,48
sixtyfps-rendering-backend-qt,C,1
libuv-bindings,C,2
domino-program-dp,C,1
commandspec,C,1
dora,C,34
wai-bindgen-rust,C,3
lsynth,C,15
osmo-bindings,C,1
ckb-x64-simulator,C,18
Rust-wasm,C,17
ojo_wasm,C,19
dvcompute_dist,C,23
signal-backtrace,C,1
mpl-candy-machine-nano,C,1
velvet-core,C,18
cronos-pool,C,1
compiler-builtins-snapshot,C,20
wasmer-runtime-core-fl,C,16
kbw,C,5
atms,C,27
rs-libc,C,4
ops-on-fn,rust-call,6
git-cinnabar,C,16
rtea,C,3
sm-ext,C,23
k9,C,1
ywasm,C,141
nstd_str,C,50
xtp,C,46
libuv,C,26
scoped_async_spawn,C,1
solana-router-orca,C,1
GSL,C,43
windows,system,8
landlord,C,1
chacha20stream,C,13
blurhash-wasm,C,1
tick_clock,C,1
arrows_common,C,1
itunes-rs,system,86
math_paper,system,1
brrr,C,1
win-win,system,1
cntrlr,C,2
pyo3-twisted-web,C,3
pwasm-std,C,1
emacs-rs-module,C,4
fuzzcheck,C,1
mech-wasm,C,24
bluetooth-serial-port-async,C,1
dingus,C,1
sqlite3,C,2
signal-hook-registry,C,1
wasm-bindgen,C,51
rtl-sdr,C,1
nstd-sys,C,325
ra_ap_proc_macro_srv,C,12
hydra_wallet,C,1
wasm-compiler,C,1
dragula,C,20
pools,C,1
print-cxx-include-dirs,C,1
tvis,C,1
lefthk-core,C,1
slauth,C,30
babalgame,C,67
solana-program,C,1
tracing-ext-ffi-subscriber,C,2
n5-wasm,C,77
os-thread-local,system,1
rusb-async,system,1
solana-vaults,C,1
midas_python,C,7
solders,C,3424
flash_loan_receiver,C,1
linkbot,C,2
struqture-py,C,661
risc0-zkvm,C,2
guetzli-sys,C,1
caelum-diddoc,C,24
hgdirectffi,C,4
windows-webview2,system,36
freertos-rust,C,3
sapio-wasm-plugin,C,6
hush,C,43
externc-libm,C,113
sgx_ucrypto,C,3
floui,C,4
ruwren,C,7
verdigris,C,1
papi-bindings,C,1
quad-timestamp,C,1
gluon,C,42
hlua,C,6
enarx-shim-kvm,sysv64,3
cr-tools,C,1
wxml_parser,C,1
verilization-bindings-c-api-core,C,4
wezterm-ssh,C,1
treasury-import,C,3
variadic_monoids,rust-call,1
xatlas-rs,C,1
rmalloc,C,4
libastro,C,4
miniz_oxide_c_api,C,38
wordcutw,C,8
switcheroo,C,2
minimult_cortex-m,C,3
rivi-loader,system,1
cuda-oxide,C,1
serum_dex,C,1
rquickjs-core,C,6
emf-core-base-rs,C-unwind,2
medea-jason,C,77
oeo,C,2
sei-cosmwasm,C,1
pdfium-render,C,2
tree-sitter-highlight,C,10
dart,C,4
minstant,C,1
jemalloc-info,C,1
wasmer-vm,C,33
closer,C,1
lenna_core,C,3
aubio-rs,C,1
miniquad,C,12
libssh2-sys,C,1
firestarter,C,2
argonautica-c,C,4
ceres-browser,C,4
wasm-bus,C,6
lib_malloc_freq,C,1
we3d,C,5
rax,C,1
cosmian-wit-bindgen-rust,C,3
monotron-api,C,7
olin,C,1
signal-stack,C,1
actix-web-flash-messages,C,1
pbf-reader,C,4
unicorn,C,6
clips,C,1
ddc-winapi,system,1
redis_regular_expression_module,C,5
luacjson,C,2
rubbl_casatables,C,3
wasm-bindgen-test,C,9
steamworks,C,2
anima6502,C,3
rftrace-frontend-ffi,C,5
wasi-common-lucet,C,82
orao_solana,C,1
uu_stdbuf_libstdbuf,C,1
metap,C,1
uuid-v4-cli,C,2
alass-ffi,C,26
winspawn,system,1
winspawn,C,4
deno_core,C,5
grassmann,C,2
gw2lib,C,1
nudge,C,2
mpl-auctioneer,C,1
rnet,C,1
python-oxidized-importer,C,174
wyzoid,system,1
inkpad-browser,C,4
wasmer-singlepass-backend-near,C,2
spine-sys,C,3
whitelist-tester,C,1
varnish,C,8
interprocess,C,1
xsave,C,2
python-core,C,3
cardinal-stake-pool,C,1
ethane-wasm,C,4
libccp,C,7
portaudio,C,1
jsonpath_lib-fl,C,3
add-decimals,C,1
solana-noop-program,C,1
asche,system,1
miniaudio,C,11
ytnef,C,3
dittolive-ditto,C,13
crate-token,C,1
sndfile,C,5
ergo-lib-c,C,311
noise-rs-ffi,C,2
vrust,C,1
mioco,C,2
mw,C,2
gurobi,C,2
memflow-ffi,C,26
tlua,C,20
v8unpack4rs,C,1
rocksdbx,C,20
neutron-star-rt,C,1
vulkanalia,system,542
mallumo,C,7
ogo,C,2
gc_nes_web,C,11
suborbital,C,2
clockwork-pool,C,1
linear-malloc,C,4
pitot,C,2
dahl-bellnumber,C,2
diplomat-runtime,C,11
grapl-graph-descriptions-py,C,115
linicon-ffi,C,8
makepad,C,2
glow,system,1
wasm-mt,C,1
minimal-rust-wasm,C,1
monotron-app,C,27
wooting-analog-common,C,2
wasi-vfs,C,34
argv,C,1
mini-rx,rust-call,3
sidevm-env,C,1
quarry-mine,C,1
gl33,system,1
localnative_core,C,2
libsvm,C,2
xtensa-lx106-rt,C,19
thindx,system,2
ducc,C,6
curry,rust-call,3
steam-audio,C,3
wasi-process,C,3
sqlite,C,2
superstream,C,1
ispc_rt,C,4
libbitcoin,C,6
libusbk,C,1
polylabel,C,1
pmc-rs,C,10
cglue,C,23
glean-core,C,137
abi_stable,C,150
webpixels,C,20
block2,C,15
yesno,C,1
godot-ggrs-wrapper,C,51
spl-noop,C,1
c_bridge,C,10
wasmcloud-redis,C,1
reflect-steroids,C,3
hc_zome_profiles,C,8
snap7-rs,C,5
